@relation RSN
@attribute F1 numeric
@attribute F2 {1,2,3,4}
@attribute F3 {1,2,3}
@attribute F4 {1,2}
@attribute F5 {1,2,3,4,5,6,7,8,9,10}
@attribute F6 numeric
@attribute pStage {1,2,3,4,5}
@attribute F8 {1,2,3,4,5,6,7,8,9}
@attribute F9 {1,2}
@attribute F10 {1,2}
@attribute F11 {1,2}
@attribute F12 {1,2}
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute F18 {1,2,3}
@attribute F19 {1,2,3}
@attribute F20 {1,2,3}
@attribute class {1,2}
@data
42,3,1,2,9,11,4,9,2,2,2,1,1,1,1,1,4,3,3,3,1
46,3,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
50,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,2,1,1,1,1
52,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,2,1,1,1,2
49,3,1,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
47,3,1,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
47,4,2,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,3,1,2,3,2,4,3,1,1,2,1,2,2,2,2,2,1,2,2,2
47,3,1,2,2,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1
44,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
53,3,1,1,4,2,1,1,2,2,2,2,1,1,1,1,3,3,3,3,1
53,4,2,2,3,11,5,6,2,1,2,1,3,3,2,2,3,1,1,1,1
54,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
47,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
52,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
52,4,2,2,9,2,4,1,1,1,2,1,3,3,1,1,4,3,3,3,1
51,3,1,2,2,11,5,6,2,1,2,2,2,2,1,1,4,3,3,3,2
50,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
53,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
35,4,2,2,2,2,1,1,1,1,2,1,3,3,2,2,4,3,3,3,1
41,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
42,4,3,2,4,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
45,3,3,2,3,2,3,1,1,1,2,1,3,3,2,2,3,2,2,2,1
50,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
35,3,1,2,2,2,2,3,1,1,2,1,2,2,1,1,4,3,3,3,1
36,3,1,2,3,2,3,3,1,1,1,1,3,3,2,2,3,1,1,1,2
45,3,3,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1
39,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
67,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1
36,4,2,2,2,2,5,1,2,2,2,2,1,1,1,1,3,1,1,3,1
61,3,1,2,3,2,3,1,1,1,2,1,3,3,2,2,3,1,2,1,1
59,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
60,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
72,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
86,3,1,1,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
65,1,1,2,2,2,3,1,1,1,2,1,3,3,2,2,3,2,2,2,1
62,1,3,1,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,1,1
62,1,3,2,2,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
78,1,3,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
74,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
60,2,2,2,2,11,5,6,2,1,2,2,2,2,1,1,4,3,3,3,2
57,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
68,3,3,2,6,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,3,2,2,2,1
64,3,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
62,3,1,2,3,2,3,1,1,1,2,1,2,2,2,2,3,2,2,1,1
57,1,1,2,3,2,3,1,1,1,2,1,3,3,3,3,2,2,2,2,2
68,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
59,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,1,1
59,1,1,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1
64,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
59,1,1,2,9,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
75,1,3,2,3,2,3,1,1,1,2,1,2,2,2,2,4,3,3,3,2
66,1,3,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
84,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
63,1,1,2,2,2,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
66,1,1,2,3,2,5,6,2,1,2,1,2,2,2,2,4,3,3,3,2
56,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
68,2,1,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
58,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
57,2,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
71,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
53,2,3,2,9,2,3,9,2,2,2,2,1,1,1,1,4,3,3,3,2
68,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1
63,2,1,2,3,11,4,5,1,1,2,1,1,1,1,1,3,2,2,2,2
69,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
76,3,1,2,2,2,3,1,1,1,2,1,3,3,2,2,3,2,2,2,1
65,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
70,3,3,2,9,11,3,9,2,2,2,2,1,1,1,1,4,3,3,3,1
82,3,1,2,3,2,3,3,2,2,2,2,1,1,1,1,2,2,2,2,2
82,3,1,2,3,2,3,3,2,2,2,2,1,1,1,1,2,2,2,2,2
84,3,3,2,9,2,5,9,2,2,2,2,1,1,1,1,1,2,2,2,2
70,4,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2
81,1,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,2
79,3,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1
89,2,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
89,1,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
84,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
77,3,1,2,3,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1
83,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
62,2,1,2,3,2,1,1,1,1,2,2,3,3,1,1,4,2,2,2,1
76,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
76,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1
62,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
58,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,1
59,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,4,2,2,2,1
58,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,2,2,2,2,1
60,1,1,2,1,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
83,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,2
56,1,1,2,2,2,1,3,1,1,2,1,2,2,2,2,4,3,3,3,2
53,1,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
55,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,3,2,2,2,1
59,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,1
64,2,1,2,3,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
68,2,3,2,2,2,1,9,2,2,2,2,1,1,1,1,4,3,3,3,1
64,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1
62,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,3,2,2,2,1
76,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
58,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
55,1,1,2,2,2,2,1,1,1,2,1,3,3,3,3,4,3,3,3,1
59,1,1,2,2,2,3,1,1,1,2,1,3,3,3,3,2,2,2,2,1
58,1,3,2,9,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
58,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
73,1,3,1,9,2,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
79,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
81,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,1
69,1,1,2,3,2,3,1,1,1,2,1,2,2,2,2,4,3,3,3,1
75,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
62,4,2,2,2,2,1,1,1,1,2,2,3,3,2,2,3,1,2,2,2
79,3,1,2,3,11,5,6,2,1,2,1,3,3,1,1,4,3,3,3,2
71,2,2,1,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
62,1,3,2,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
65,3,1,2,2,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
65,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
67,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
89,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
77,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
66,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
66,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
69,2,2,2,9,11,5,6,2,2,2,2,1,1,1,1,2,2,2,2,2
61,1,1,2,3,2,5,3,2,2,2,2,1,1,1,1,4,3,3,3,2
88,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
78,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
57,2,1,2,3,2,3,3,2,2,2,1,1,1,1,1,3,2,2,2,1
58,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1
57,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
60,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,1
59,3,1,2,9,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
55,1,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
56,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
87,3,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
56,1,3,1,2,2,1,1,1,1,2,1,3,3,2,2,3,2,2,2,1
38,2,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
38,1,3,2,9,2,5,1,1,1,2,2,3,3,2,2,1,3,3,3,1
37,1,1,2,1,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
53,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,4,3,3,3,1
38,2,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,4,2,2,2,1
49,1,3,2,3,2,2,1,1,1,2,1,3,3,2,2,3,1,2,1,1
44,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,1
46,4,3,2,2,2,2,3,1,1,2,2,3,3,2,2,2,2,2,2,1
40,2,1,2,9,11,1,9,1,1,2,2,2,2,1,1,4,3,3,3,1
47,1,3,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
42,1,1,2,9,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,2
52,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,3,2,2,2,1
57,1,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
41,1,1,2,3,2,3,1,1,1,2,1,3,3,3,3,3,2,2,2,1
48,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
50,1,1,2,3,2,3,1,1,1,2,1,3,3,2,2,2,2,2,2,1
52,2,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,2,2,2,4,3,1,1,2,1,1,1,1,1,2,3,3,3,2
48,1,1,2,2,2,5,3,2,2,2,2,1,1,1,1,4,3,3,3,2
42,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1
47,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,1,1,2,3,2,3,9,1,1,2,1,3,3,3,3,4,3,3,3,1
49,1,1,1,9,11,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
42,1,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
40,2,1,2,1,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,1,1,2,3,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1
38,3,1,2,2,2,3,3,1,1,2,1,3,3,2,2,1,2,2,2,2
52,1,1,2,2,2,3,1,1,1,2,1,3,3,2,2,4,3,3,3,1
40,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
41,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
45,3,1,2,3,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
52,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,4,3,3,3,1
54,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
50,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,3,2,2,1,1
48,2,2,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
43,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
52,2,1,2,3,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1
55,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
44,1,1,2,2,2,5,6,2,2,2,1,1,1,1,1,2,3,3,3,2
45,1,1,2,9,2,1,1,1,1,2,1,2,2,2,2,4,3,3,3,1
56,1,1,2,3,2,3,1,1,1,2,1,2,2,2,2,3,2,2,2,1
44,1,3,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
45,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,2,2,2,2,2
38,1,3,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
48,1,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
47,1,1,2,2,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1
40,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,2
53,1,1,2,1,2,1,1,1,1,2,1,3,3,2,2,2,3,3,3,1
54,4,2,2,4,2,5,6,2,1,2,1,3,3,3,3,3,2,2,2,2
43,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
45,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
52,1,3,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1
50,2,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,1,1,2,3,2,1,1,1,1,2,1,2,2,1,1,4,3,3,3,1
51,4,3,2,2,2,2,3,1,1,2,2,2,2,1,1,1,2,2,2,2
56,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
44,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,1
38,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,2,1,2,2,2,1,1,1,1,2,2,3,3,2,2,3,2,2,2,1
48,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
53,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
50,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
45,1,1,2,1,2,5,1,1,1,2,1,3,3,3,3,3,2,2,2,1
45,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
55,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,2
49,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,2,3,3,3,2
47,1,3,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
53,1,1,2,2,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
51,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,4,3,3,3,1
42,1,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
42,1,1,2,1,2,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
36,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
36,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
33,1,3,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1
36,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
34,2,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
34,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1
31,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
38,1,1,2,3,2,5,3,2,2,2,2,1,1,1,1,2,2,2,3,2
37,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
36,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
38,1,3,1,3,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
32,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
34,1,1,1,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
34,1,1,2,2,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
30,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
30,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
30,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
32,1,3,1,3,2,1,1,1,1,2,1,3,3,2,2,3,2,2,2,1
27,2,2,1,9,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
24,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,1,2,2,1
69,3,1,2,3,2,3,1,1,1,2,1,2,2,2,2,4,3,3,3,1
40,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
36,1,1,2,9,2,2,9,1,1,2,1,2,2,2,2,4,3,3,3,1
43,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
39,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,3,2,2,2,1
83,3,1,2,2,2,5,5,2,2,2,2,1,1,1,1,4,2,2,2,1
74,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,1,1
60,4,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,1
63,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1
73,4,2,2,2,2,5,1,1,1,2,2,2,2,1,1,4,1,1,1,1
75,3,1,2,2,2,3,1,1,1,2,1,2,2,2,2,1,2,2,2,1
62,3,1,2,2,2,4,1,1,1,2,1,2,2,1,1,3,1,2,1,1
62,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
78,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
75,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
69,3,1,2,3,2,5,6,1,1,2,1,2,2,1,1,1,1,1,1,2
59,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,4,2,2,2,2,4,1,1,1,2,1,3,3,2,2,2,1,1,1,2
63,3,1,2,3,2,2,1,2,2,2,2,1,1,1,1,3,3,3,3,1
74,3,1,2,2,2,2,1,1,1,2,2,2,2,1,1,4,3,3,3,1
61,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
57,4,2,2,1,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
68,3,3,2,9,11,4,9,2,2,2,2,1,1,1,1,4,3,3,3,1
87,4,2,2,4,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
59,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
59,3,1,2,2,2,3,1,1,1,2,2,2,2,2,2,3,2,2,2,1
68,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1
82,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
79,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,3,1,2,2,1
75,3,3,2,9,11,5,6,1,1,2,1,1,1,1,1,2,2,2,1,2
79,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
79,3,1,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1
80,4,2,2,1,2,5,1,1,1,2,2,2,2,1,1,2,1,2,2,1
78,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1
86,3,1,2,2,2,4,1,1,1,2,1,2,2,1,1,3,1,1,2,2
58,3,1,2,2,2,4,9,1,1,2,1,1,1,1,1,2,1,2,2,1
68,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
59,3,1,2,3,2,4,1,2,2,2,1,1,1,1,1,4,3,3,3,2
79,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
72,4,2,2,3,11,5,6,2,1,2,1,3,3,3,3,4,3,3,3,2
83,3,1,2,3,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
59,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
72,3,1,2,2,2,3,3,1,1,2,2,2,2,1,1,1,2,2,2,2
82,3,1,2,3,11,5,6,2,1,2,1,3,3,2,2,2,1,2,1,2
58,3,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1
71,3,1,2,2,2,3,3,1,1,2,1,3,3,2,2,3,1,1,1,2
76,3,1,2,2,11,5,6,2,1,2,1,3,3,2,2,3,1,1,1,1
59,4,2,2,3,11,5,6,2,1,2,1,3,3,3,3,3,1,1,1,1
59,4,2,2,3,2,5,1,1,1,1,1,3,3,3,3,3,1,1,1,1
59,4,2,2,3,11,5,6,2,1,2,1,3,3,3,3,3,1,1,1,1
56,3,1,2,2,2,1,1,1,1,2,2,3,3,2,2,4,3,3,3,1
57,3,1,1,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
57,3,1,2,9,11,5,6,2,1,2,1,2,2,1,1,2,1,1,1,2
55,4,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,4,2,2,2,2,5,3,2,2,2,2,1,1,1,1,2,1,2,1,2
43,4,2,2,3,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
54,4,2,2,3,11,5,6,2,1,2,2,2,2,1,1,2,1,1,1,2
50,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,2,3,2,4,3,1,1,2,1,3,3,2,2,2,2,2,2,2
52,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
52,4,2,2,9,2,5,6,2,1,2,1,3,3,3,3,1,1,1,1,2
51,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,4,3,3,3,1
45,3,1,2,3,2,2,1,1,1,2,1,2,2,1,1,3,1,2,2,1
48,3,1,2,3,2,5,1,2,2,2,1,1,1,1,1,4,3,3,3,1
44,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
48,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1
53,4,2,2,2,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
56,3,1,2,2,2,3,1,1,1,2,1,3,3,2,2,3,2,2,1,1
51,3,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
56,4,2,2,3,2,5,6,1,1,2,1,3,3,3,3,1,1,2,1,1
43,4,2,2,2,11,4,3,1,1,1,1,2,2,1,1,3,1,2,2,2
45,4,2,2,9,11,5,6,1,1,2,2,2,2,1,1,4,1,1,1,2
53,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
55,3,1,2,9,11,4,6,1,1,2,1,1,1,1,1,3,1,1,1,2
49,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,1,1,1,2
55,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
55,3,1,2,2,11,5,6,1,1,2,1,3,3,2,2,3,1,2,2,2
53,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
51,3,1,2,2,2,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
46,4,2,2,2,11,5,6,2,1,2,1,3,3,3,3,2,1,1,1,2
47,4,2,2,4,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,2,1,1,1,2
50,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
46,4,2,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
49,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,4,2,2,2,11,5,6,2,1,2,1,2,2,1,1,1,1,1,1,2
52,3,1,2,2,11,2,1,1,1,1,1,2,2,2,2,3,2,2,2,1
