@relation RSN
@attribute F1 numeric
@attribute F2 {1,2,3,4}
@attribute F3 {1,2,3}
@attribute F4 {1,2}
@attribute F5 {1,2,3,4,5,6,7,8,9,10}
@attribute F6 numeric
@attribute pStage {1,2,3,4,5}
@attribute F8 {1,2,3,4,5,6,7,8,9}
@attribute F9 {1,2}
@attribute F10 {1,2}
@attribute F11 {1,2}
@attribute F12 {1,2}
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute F18 {1,2,3}
@attribute F19 {1,2,3}
@attribute F20 {1,2,3}
@attribute class {1,2}
@data
74,2,1,2,9,11,5,6,1,1,2,1,1,1,1,1,2,3,3,3,1
79,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
58,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
59,2,1,2,3,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
55,1,1,2,2,2,2,1,1,1,2,1,3,3,3,3,3,2,2,2,1
72,3,1,2,3,2,3,1,1,1,1,1,2,2,1,1,2,2,2,2,1
70,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
64,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
62,1,1,2,3,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2
71,3,1,2,2,2,5,6,2,1,2,1,3,3,2,3,3,1,2,1,2
68,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
93,3,3,2,4,11,5,6,2,2,2,1,1,1,1,1,1,2,2,2,2
70,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
62,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,2
66,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
70,2,1,2,9,11,5,6,1,1,2,1,2,2,2,2,3,2,2,2,2
83,3,1,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
79,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
79,1,1,2,2,2,5,6,1,1,2,1,3,3,2,2,2,3,3,3,2
73,2,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
48,3,1,2,3,11,4,3,1,1,1,1,2,2,2,2,4,3,3,3,2
45,1,1,2,9,11,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1
47,1,1,2,9,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1
48,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
53,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
45,1,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,4,3,3,3,1
55,3,1,2,2,11,2,9,2,2,2,1,1,1,1,1,3,2,2,2,1
54,1,1,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
55,1,3,1,3,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,1,1,2,1,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
47,1,3,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
52,2,3,2,6,11,5,6,1,1,2,1,3,3,1,1,2,2,2,2,2
47,1,1,2,1,2,2,1,1,1,2,1,3,3,3,3,2,2,2,2,1
56,2,3,2,4,11,5,3,1,1,2,2,2,2,2,2,3,2,2,2,1
49,1,1,2,2,2,2,1,1,1,2,1,2,2,2,3,2,2,2,2,1
50,1,1,2,3,2,1,1,1,1,2,1,2,2,2,2,3,2,2,1,1
55,2,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
46,1,3,1,3,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
50,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
46,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
47,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1
50,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
46,2,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,3,3,3,2
46,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
52,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
43,1,3,2,9,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,2
50,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,1,1,2,1,2,2,9,1,1,2,1,3,3,3,3,4,2,2,2,1
50,3,1,2,3,2,4,3,2,2,2,1,1,1,1,1,4,3,3,3,2
50,3,1,2,3,2,4,3,2,2,2,1,1,1,1,1,3,2,2,2,2
49,1,1,2,3,2,1,1,1,1,2,1,3,3,2,2,2,2,2,2,1
45,1,1,2,3,2,5,6,2,2,2,1,1,1,1,1,2,3,3,3,2
50,3,1,1,9,10,1,5,2,2,2,2,1,1,1,1,4,3,3,3,1
48,4,3,2,4,11,5,6,2,1,2,1,3,3,3,3,4,3,3,3,1
54,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
53,2,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
42,2,1,2,1,2,5,1,2,2,2,2,1,1,1,1,3,2,2,2,1
53,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
51,2,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
50,1,3,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
42,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
38,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
38,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
47,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,1
44,1,1,2,1,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
51,4,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,1,3,1,3,2,1,1,1,1,2,2,3,3,2,2,2,2,2,2,1
53,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
56,2,1,2,1,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
44,1,3,1,2,2,1,1,1,1,2,1,3,3,2,2,1,2,2,2,1
49,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
44,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
49,1,1,2,2,2,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
51,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
47,1,1,2,3,2,2,3,1,1,2,1,3,3,3,3,3,2,2,2,1
53,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,1,1,2,9,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,1
37,1,1,2,3,2,1,1,1,1,2,1,3,2,2,2,3,2,2,2,1
36,1,1,2,2,2,5,3,2,2,2,2,1,1,1,1,4,3,3,3,2
37,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
33,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
34,1,1,2,3,2,5,6,2,2,2,1,1,1,1,1,1,2,2,2,2
33,1,3,1,3,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1
33,1,1,2,9,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1
34,2,1,1,9,10,1,1,2,2,2,2,1,1,1,1,2,3,3,3,1
32,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
33,1,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
33,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
27,3,1,2,3,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
31,2,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,1
29,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,2,2,2,2,1
27,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
25,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
27,3,1,2,9,11,3,9,2,2,2,1,1,1,1,1,3,1,2,1,1
59,1,1,2,2,11,5,6,2,1,2,1,2,2,2,2,3,2,2,2,2
45,2,3,2,3,11,1,1,1,1,1,1,3,3,2,2,4,3,3,3,1
52,2,1,2,2,2,5,9,1,1,2,2,2,2,1,1,4,3,3,3,1
74,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
43,3,1,2,2,2,3,1,1,1,2,1,3,3,2,2,3,2,2,2,2
65,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
72,1,1,2,2,2,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2
59,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
49,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,3,2,2,3,1
48,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,1
41,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,2,1,2,2,1
73,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,1
73,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,1
52,3,1,2,2,11,3,1,1,1,1,1,2,2,2,2,4,3,3,3,1
46,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
49,4,2,2,4,11,5,6,2,1,2,1,3,3,3,3,3,1,2,1,1
70,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,1
57,1,1,2,3,2,3,1,2,2,2,2,1,1,1,1,2,2,2,2,1
41,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,4,3,3,3,1
47,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,3,2,2,2,1
42,1,1,2,2,11,5,6,2,2,2,1,1,1,1,1,4,3,3,3,2
43,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
92,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,1,2,1,2
60,3,1,1,9,11,1,5,2,2,2,2,1,1,1,1,2,2,2,2,1
47,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
45,3,1,2,9,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1
70,3,1,2,3,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,1
59,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2
53,2,1,2,2,2,1,9,2,2,2,2,1,1,1,1,4,3,3,3,2
82,2,1,2,9,2,5,9,2,2,2,2,1,1,1,1,3,3,3,3,2
49,1,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
37,3,1,2,3,2,5,9,2,2,2,2,1,1,1,1,3,2,2,2,2
37,3,1,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
53,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
38,2,2,1,9,10,1,3,2,2,2,2,1,1,1,1,2,2,2,3,1
64,3,1,2,2,2,4,9,2,2,2,1,1,1,1,1,4,3,3,3,1
60,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,1,2,2,1
59,3,1,2,3,2,1,1,2,2,2,2,1,1,1,1,3,1,2,2,1
67,3,1,1,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
72,3,1,2,3,11,3,1,1,1,1,1,2,2,2,2,4,3,3,3,2
73,3,1,2,3,2,3,1,2,2,2,1,1,1,1,1,2,1,2,1,1
61,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
48,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
40,3,1,2,3,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,2
52,4,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
46,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
35,3,1,2,2,2,2,1,1,1,2,1,3,3,2,2,2,2,2,2,1
26,3,3,2,1,11,5,3,2,2,2,2,1,1,1,1,2,1,1,2,2
60,2,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
85,3,1,2,3,2,2,1,1,1,2,2,2,2,1,1,3,2,2,2,1
46,1,1,1,9,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
45,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
37,2,2,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
57,1,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,3,3,3,2
43,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
50,2,1,2,2,11,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
54,2,1,2,3,2,4,3,1,1,2,1,2,2,2,2,3,2,2,2,2
37,1,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
38,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
33,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
35,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
40,1,1,2,3,2,2,1,1,1,2,1,3,3,2,2,3,2,2,2,1
59,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
65,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
79,2,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
54,4,2,2,2,2,5,1,1,1,2,2,2,2,1,1,4,3,3,3,1
80,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
60,1,1,2,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
52,1,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
48,1,3,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
55,1,1,2,3,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1
50,3,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
53,1,3,2,6,11,5,6,2,2,2,1,1,1,1,1,3,2,2,2,2
49,1,1,2,3,2,3,1,1,1,2,1,2,2,2,2,4,3,3,3,2
43,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,1,2,2,1
51,4,2,2,4,1,5,6,2,1,2,1,3,3,3,3,2,2,2,2,1
48,1,1,2,3,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1
72,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,2,1,2,1,1
57,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,4,3,3,3,2
58,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
48,3,1,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
40,1,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
63,4,2,2,3,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
76,3,1,2,2,11,5,6,2,1,2,1,2,2,1,1,4,3,3,3,2
66,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
64,3,1,2,2,2,3,1,1,1,2,1,2,2,1,1,3,1,2,2,1
47,3,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1
48,4,2,2,2,2,5,6,2,1,2,1,3,3,2,2,2,1,1,1,1
25,3,3,2,1,2,5,3,2,2,2,2,1,1,1,1,4,3,3,3,1
87,2,2,1,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
87,2,2,2,3,11,5,6,2,1,2,2,2,2,1,1,2,3,3,3,2
60,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,4,3,3,3,1
61,1,1,1,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
57,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,1
63,1,1,2,3,2,3,1,1,1,2,1,3,3,2,2,3,2,2,2,2
63,1,1,2,2,11,3,1,1,1,2,1,3,3,2,2,3,2,2,2,2
58,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1
54,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
67,1,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
68,1,3,2,3,2,2,1,1,1,2,1,2,2,2,2,4,3,3,3,1
46,2,3,2,2,11,1,1,1,1,2,1,2,2,1,1,4,3,3,3,1
45,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
51,1,1,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
56,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
45,3,1,2,9,11,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
45,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
54,1,1,2,3,2,2,1,1,1,2,1,3,3,3,3,4,2,2,2,1
39,1,3,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
52,2,2,2,3,2,1,1,1,1,2,2,2,2,1,1,4,3,3,3,1
51,2,3,2,3,2,3,1,1,1,2,1,2,2,1,1,3,2,2,2,1
34,1,3,2,2,2,1,1,1,1,2,1,3,3,2,2,2,2,2,2,1
34,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1
62,3,1,2,3,2,2,1,2,2,2,2,1,1,1,1,4,3,3,3,1
81,3,1,2,3,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
64,3,1,2,2,2,4,1,1,1,2,1,2,2,2,2,2,2,2,2,1
72,4,2,2,9,2,5,6,2,1,2,1,3,3,1,1,3,1,1,1,2
61,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
61,4,2,2,2,2,5,6,2,1,2,1,2,2,1,1,3,1,1,1,2
75,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
75,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
61,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
68,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
68,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
59,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
81,3,1,1,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
74,3,1,2,3,2,3,1,1,1,2,1,3,3,2,2,4,3,3,3,2
72,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
69,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
77,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
82,3,1,2,2,11,1,5,2,2,2,2,1,1,1,1,3,2,2,2,2
89,3,1,2,3,2,2,1,1,1,2,1,2,2,1,1,3,2,2,2,1
89,3,1,2,3,2,2,1,1,1,2,1,2,2,1,1,3,2,2,2,1
75,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
59,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,1,1
58,3,1,2,3,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
67,3,1,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
73,4,2,2,2,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
66,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
63,4,2,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
78,3,1,2,2,2,4,3,1,1,2,1,1,1,1,1,2,2,2,2,2
82,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,1
65,3,1,2,3,2,2,1,2,2,2,1,1,1,1,1,3,1,2,1,1
72,3,1,2,3,11,4,1,1,1,2,1,3,3,2,2,3,1,2,1,2
77,3,1,2,2,2,5,6,2,1,2,1,3,3,2,2,2,2,2,2,2
74,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
80,3,1,1,2,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
84,3,3,2,9,2,5,6,1,1,2,1,1,1,1,1,4,1,2,1,2
74,3,1,2,2,11,5,6,2,1,2,1,3,3,2,2,2,3,3,3,1
75,3,1,2,3,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,2
62,3,1,2,2,2,2,1,1,1,2,1,2,2,1,1,3,1,2,2,1
56,3,1,2,2,2,5,1,2,2,2,2,1,1,1,1,3,2,2,2,1
53,4,2,2,2,2,4,3,1,1,2,1,3,3,3,3,2,1,1,1,1
53,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,2,1,1,1,2
66,3,1,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
59,4,2,2,2,11,5,6,2,1,2,1,2,2,1,1,1,1,1,1,2
61,3,1,2,2,2,3,1,1,1,2,1,3,3,2,2,3,1,2,1,1
67,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1
87,3,1,2,2,2,4,1,2,2,2,2,1,1,1,1,4,3,3,3,1
81,3,1,2,3,2,2,1,1,1,2,1,2,2,1,1,4,3,3,3,1
75,3,1,1,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
67,3,1,2,2,2,4,3,1,1,2,1,2,2,1,1,4,3,3,3,2
72,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
85,3,1,2,3,2,3,1,1,1,2,1,2,2,2,2,2,1,2,1,1
83,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
85,4,2,2,3,2,5,1,1,1,2,2,3,3,2,2,4,1,1,1,1
65,3,1,2,2,11,2,1,1,1,1,1,2,2,2,2,3,1,2,2,2
65,4,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
74,3,1,2,2,2,4,3,1,1,2,1,1,1,1,1,1,1,2,1,2
70,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
63,4,2,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
63,4,2,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
85,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
71,4,3,2,9,2,5,6,2,1,2,2,2,2,1,1,2,1,2,1,2
70,3,1,2,3,2,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2
59,3,1,2,3,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1
57,3,1,2,2,11,5,1,1,1,1,1,2,2,2,2,4,3,3,3,1
59,3,1,2,3,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,1
82,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
72,4,2,2,2,11,5,6,2,1,2,2,2,2,1,1,2,1,1,2,2
69,4,2,2,3,11,5,6,2,1,2,2,2,2,1,1,1,1,2,2,2
58,3,1,2,9,11,1,1,2,2,2,2,1,1,1,1,3,1,2,2,1
58,3,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,1,2,2,1
55,3,1,2,3,2,3,2,1,1,2,1,3,3,2,2,4,3,3,3,2
61,4,2,2,3,2,5,6,2,1,2,1,3,3,1,1,3,1,1,1,1
65,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
58,3,1,2,2,11,5,6,1,1,2,1,3,3,2,2,3,1,2,1,2
75,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,1,2,2,2
75,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1
78,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
89,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1
89,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1
74,3,1,2,2,11,5,1,2,2,2,2,1,1,1,1,3,1,1,1,1
77,3,1,2,9,2,4,1,1,1,2,1,1,1,1,1,3,1,2,2,2
77,3,1,2,2,2,4,3,1,1,2,1,1,1,1,1,3,1,2,2,2
80,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
82,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
82,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
75,3,1,2,2,11,2,1,1,1,1,1,3,3,2,2,1,1,2,2,1
87,3,1,2,3,2,3,1,2,2,2,2,1,1,1,1,4,3,3,3,1
69,3,1,2,2,2,3,1,1,1,2,1,2,2,2,2,3,1,1,2,1
63,3,1,1,9,11,1,5,2,2,2,2,1,1,1,1,4,3,3,3,1
63,3,1,1,9,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
63,3,1,1,9,11,1,5,2,2,2,2,1,1,1,1,4,3,3,3,1
81,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,2,2,2,2
77,3,1,2,3,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
85,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
85,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
65,3,1,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
73,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
62,3,1,1,2,2,1,3,2,2,2,2,1,1,1,1,4,2,2,2,1
72,4,2,2,2,11,5,6,2,1,2,1,3,3,3,3,1,1,2,1,2
85,3,1,2,3,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2
78,4,2,2,3,11,5,6,2,1,2,1,3,3,2,2,3,1,2,1,2
62,3,1,2,2,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,1
87,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
61,3,1,2,2,2,5,6,1,1,2,1,2,2,1,1,1,1,1,1,2
58,3,1,2,2,2,1,1,1,1,1,1,3,3,2,2,3,2,2,2,1
71,4,2,2,3,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
57,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,3,1,1,1,1
57,3,1,2,2,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,2
39,3,1,2,3,2,3,9,2,2,2,1,1,1,1,1,4,3,3,3,1
50,3,1,2,2,2,2,1,1,1,2,1,2,2,1,1,3,1,2,1,1
40,3,3,2,1,11,5,3,2,2,2,2,1,1,1,1,4,3,3,3,1
53,4,2,2,1,2,5,9,2,2,2,2,1,1,1,1,2,1,1,1,2
